tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,start_building,start_lon,start_lat,target_building,target_lon,target_lat,start_time,target_time
437,2019-10-8 12:23:9,2019-10-8 12:30:26,,,,,,,,,,,,,,,,,,,,
514,2019-10-8 20:45:12,2019-10-8 20:53:46,,,,,,,,,,,,,,,,,,,,
285,2019-10-8 18:45:4,2019-10-8 18:49:49,,,,,,,,,,,,,,,,,,,,
138,2019-10-8 20:06:25,2019-10-8 20:08:43,,,,,,,,,,,,,,,,,,,,
295,2019-10-8 20:36:2,2019-10-8 20:40:57,,,,,,,,,,,,,,,,,,,,
191,2019-10-8 19:56:3,2019-10-8 19:59:14,,,,,,,,,,,,,,,,,,,,
196,2019-10-8 11:23:52,2019-10-8 11:27:8,,,,,,,,,,,,,,,,,,,,
174,2019-10-8 19:20:45,2019-10-8 19:23:39,,,,,,,,,,,,,,,,,,,,
516,2019-10-8 19:13:36,2019-10-8 19:22:12,,,,,,,,,,,,,,,,,,,,
340,2019-10-8 11:28:47,2019-10-8 11:34:27,,,,,,,,,,,,,,,,,,,,
327,2019-10-8 11:36:5,2019-10-8 11:41:32,,,,,,,,,,,,,,,,,,,,
801,2019-10-8 18:00:59,2019-10-8 18:14:20,,,,,,,,,,,,,,,,,,,,
151,2019-10-8 17:44:25,2019-10-8 17:46:56,,,,,,,,,,,,,,,,,,,,
155,2019-10-8 11:02:52,2019-10-8 11:05:27,,,,,,,,,,,,,,,,,,,,
135,2019-10-8 20:34:42,2019-10-8 20:36:57,,,,,,,,,,,,,,,,,,,,
460,2019-10-8 20:54:34,2019-10-8 21:02:14,,,,,,,,,,,,,,,,,,,,
433,2019-10-8 12:03:30,2019-10-8 12:10:43,,,,,,,,,,,,,,,,,,,,
297,2019-10-8 13:47:4,2019-10-8 13:52:1,,,,,,,,,,,,,,,,,,,,
266,2019-10-8 18:12:13,2019-10-8 18:16:39,,,,,,,,,,,,,,,,,,,,
165,2019-10-8 12:38:54,2019-10-8 12:41:39,,,,,,,,,,,,,,,,,,,,
278,2019-10-8 17:19:22,2019-10-8 17:24:0,,,,,,,,,,,,,,,,,,,,
456,2019-10-8 12:19:45,2019-10-8 12:27:21,,,,,,,,,,,,,,,,,,,,
169,2019-10-8 11:18:48,2019-10-8 11:21:37,,,,,,,,,,,,,,,,,,,,
401,2019-10-8 20:33:36,2019-10-8 20:40:17,,,,,,,,,,,,,,,,,,,,
283,2019-10-8 18:41:30,2019-10-8 18:46:13,,,,,,,,,,,,,,,,,,,,
195,2019-10-8 12:36:7,2019-10-8 12:39:22,,,,,,,,,,,,,,,,,,,,
444,2019-10-8 18:57:55,2019-10-8 19:05:19,,,,,,,,,,,,,,,,,,,,
222,2019-10-8 18:53:48,2019-10-8 18:57:30,,,,,,,,,,,,,,,,,,,,
383,2019-10-8 18:57:59,2019-10-8 19:04:22,,,,,,,,,,,,,,,,,,,,
309,2019-10-8 19:04:53,2019-10-8 19:10:2,,,,,,,,,,,,,,,,,,,,
117,2019-10-8 18:47:3,2019-10-8 18:49:0,,,,,,,,,,,,,,,,,,,,
230,2019-10-8 11:09:53,2019-10-8 11:13:43,,,,,,,,,,,,,,,,,,,,
108,2019-10-8 11:45:32,2019-10-8 11:47:20,,,,,,,,,,,,,,,,,,,,
161,2019-10-8 20:54:55,2019-10-8 20:57:36,,,,,,,,,,,,,,,,,,,,
348,2019-10-8 20:12:0,2019-10-8 20:17:48,,,,,,,,,,,,,,,,,,,,
293,2019-10-8 17:01:11,2019-10-8 17:06:4,,,,,,,,,,,,,,,,,,,,
191,2019-10-8 20:56:9,2019-10-8 20:59:20,,,,,,,,,,,,,,,,,,,,
137,2019-10-8 20:42:51,2019-10-8 20:45:8,,,,,,,,,,,,,,,,,,,,
295,2019-10-8 12:29:7,2019-10-8 12:34:2,,,,,,,,,,,,,,,,,,,,
321,2019-10-8 13:58:42,2019-10-8 14:04:3,,,,,,,,,,,,,,,,,,,,
386,2019-10-8 19:24:27,2019-10-8 19:30:53,,,,,,,,,,,,,,,,,,,,
305,2019-10-8 13:08:58,2019-10-8 13:14:3,,,,,,,,,,,,,,,,,,,,
267,2019-10-8 13:54:2,2019-10-8 13:58:29,,,,,,,,,,,,,,,,,,,,
266,2019-10-8 12:18:55,2019-10-8 12:23:21,,,,,,,,,,,,,,,,,,,,
219,2019-10-8 13:32:10,2019-10-8 13:35:49,,,,,,,,,,,,,,,,,,,,
171,2019-10-8 11:34:8,2019-10-8 11:36:59,,,,,,,,,,,,,,,,,,,,
531,2019-10-8 13:15:24,2019-10-8 13:24:15,,,,,,,,,,,,,,,,,,,,
200,2019-10-8 13:26:33,2019-10-8 13:29:53,,,,,,,,,,,,,,,,,,,,
315,2019-10-8 17:59:1,2019-10-8 18:04:16,,,,,,,,,,,,,,,,,,,,
343,2019-10-8 20:37:41,2019-10-8 20:43:24,,,,,,,,,,,,,,,,,,,,
382,2019-10-8 12:06:17,2019-10-8 12:12:39,,,,,,,,,,,,,,,,,,,,
392,2019-10-8 18:19:44,2019-10-8 18:26:16,,,,,,,,,,,,,,,,,,,,
839,2019-10-8 17:56:57,2019-10-8 18:10:56,,,,,,,,,,,,,,,,,,,,
224,2019-10-8 13:36:23,2019-10-8 13:40:7,,,,,,,,,,,,,,,,,,,,
543,2019-10-8 11:09:58,2019-10-8 11:19:1,,,,,,,,,,,,,,,,,,,,
472,2019-10-8 20:37:47,2019-10-8 20:45:39,,,,,,,,,,,,,,,,,,,,
417,2019-10-8 18:24:35,2019-10-8 18:31:32,,,,,,,,,,,,,,,,,,,,
191,2019-10-8 17:28:23,2019-10-8 17:31:34,,,,,,,,,,,,,,,,,,,,
254,2019-10-8 11:20:48,2019-10-8 11:25:2,,,,,,,,,,,,,,,,,,,,
209,2019-10-8 11:12:32,2019-10-8 11:16:1,,,,,,,,,,,,,,,,,,,,
268,2019-10-8 18:59:0,2019-10-8 19:03:28,,,,,,,,,,,,,,,,,,,,
167,2019-10-8 17:33:21,2019-10-8 17:36:8,,,,,,,,,,,,,,,,,,,,
687,2019-10-8 13:45:46,2019-10-8 13:57:13,,,,,,,,,,,,,,,,,,,,
462,2019-10-8 13:33:28,2019-10-8 13:41:10,,,,,,,,,,,,,,,,,,,,
256,2019-10-8 11:17:1,2019-10-8 11:21:17,,,,,,,,,,,,,,,,,,,,
467,2019-10-8 20:29:3,2019-10-8 20:36:50,,,,,,,,,,,,,,,,,,,,
153,2019-10-8 20:58:26,2019-10-8 21:00:59,,,,,,,,,,,,,,,,,,,,
1351,2019-10-8 13:14:10,2019-10-8 13:36:41,,,,,,,,,,,,,,,,,,,,
577,2019-10-8 17:37:18,2019-10-8 17:46:55,,,,,,,,,,,,,,,,,,,,
360,2019-10-8 11:38:5,2019-10-8 11:44:5,,,,,,,,,,,,,,,,,,,,
408,2019-10-8 13:15:3,2019-10-8 13:21:51,,,,,,,,,,,,,,,,,,,,
163,2019-10-8 11:58:7,2019-10-8 12:00:50,,,,,,,,,,,,,,,,,,,,
313,2019-10-8 12:25:24,2019-10-8 12:30:37,,,,,,,,,,,,,,,,,,,,
419,2019-10-8 13:21:50,2019-10-8 13:28:49,,,,,,,,,,,,,,,,,,,,
234,2019-10-8 18:21:4,2019-10-8 18:24:58,,,,,,,,,,,,,,,,,,,,
341,2019-10-8 12:15:14,2019-10-8 12:20:55,,,,,,,,,,,,,,,,,,,,
358,2019-10-8 12:00:9,2019-10-8 12:06:7,,,,,,,,,,,,,,,,,,,,
328,2019-10-8 19:37:15,2019-10-8 19:42:43,,,,,,,,,,,,,,,,,,,,
323,2019-10-8 19:15:49,2019-10-8 19:21:12,,,,,,,,,,,,,,,,,,,,
72,2019-10-8 12:35:16,2019-10-8 12:36:28,,,,,,,,,,,,,,,,,,,,
72,2019-10-8 12:56:12,2019-10-8 12:57:24,,,,,,,,,,,,,,,,,,,,
268,2019-10-8 19:30:2,2019-10-8 19:34:30,,,,,,,,,,,,,,,,,,,,
494,2019-10-8 17:33:36,2019-10-8 17:41:50,,,,,,,,,,,,,,,,,,,,
285,2019-10-8 13:51:44,2019-10-8 13:56:29,,,,,,,,,,,,,,,,,,,,
189,2019-10-8 20:16:0,2019-10-8 20:19:9,,,,,,,,,,,,,,,,,,,,
173,2019-10-8 19:04:35,2019-10-8 19:07:28,,,,,,,,,,,,,,,,,,,,
296,2019-10-8 13:09:51,2019-10-8 13:14:47,,,,,,,,,,,,,,,,,,,,
136,2019-10-8 19:53:13,2019-10-8 19:55:29,,,,,,,,,,,,,,,,,,,,
1001,2019-10-8 11:50:2,2019-10-8 12:06:43,,,,,,,,,,,,,,,,,,,,
231,2019-10-8 20:59:51,2019-10-8 21:03:42,,,,,,,,,,,,,,,,,,,,
365,2019-10-8 17:40:0,2019-10-8 17:46:5,,,,,,,,,,,,,,,,,,,,
427,2019-10-8 11:47:17,2019-10-8 11:54:24,,,,,,,,,,,,,,,,,,,,
276,2019-10-8 11:37:31,2019-10-8 11:42:7,,,,,,,,,,,,,,,,,,,,
201,2019-10-8 12:47:17,2019-10-8 12:50:38,,,,,,,,,,,,,,,,,,,,
239,2019-10-8 12:59:11,2019-10-8 13:03:10,,,,,,,,,,,,,,,,,,,,
436,2019-10-8 18:16:54,2019-10-8 18:24:10,,,,,,,,,,,,,,,,,,,,
404,2019-10-8 11:00:40,2019-10-8 11:07:24,,,,,,,,,,,,,,,,,,,,
252,2019-10-8 20:43:37,2019-10-8 20:47:49,,,,,,,,,,,,,,,,,,,,
566,2019-10-8 20:55:48,2019-10-8 21:05:14,,,,,,,,,,,,,,,,,,,,
216,2019-10-8 17:45:55,2019-10-8 17:49:31,,,,,,,,,,,,,,,,,,,,
111,2019-10-8 11:34:14,2019-10-8 11:36:5,,,,,,,,,,,,,,,,,,,,
228,2019-10-8 11:04:1,2019-10-8 11:07:49,,,,,,,,,,,,,,,,,,,,
225,2019-10-8 20:40:7,2019-10-8 20:43:52,,,,,,,,,,,,,,,,,,,,
844,2019-10-8 13:57:14,2019-10-8 14:11:18,,,,,,,,,,,,,,,,,,,,
118,2019-10-8 18:24:31,2019-10-8 18:26:29,,,,,,,,,,,,,,,,,,,,
372,2019-10-8 19:15:50,2019-10-8 19:22:2,,,,,,,,,,,,,,,,,,,,
234,2019-10-8 11:01:24,2019-10-8 11:05:18,,,,,,,,,,,,,,,,,,,,
477,2019-10-8 11:13:20,2019-10-8 11:21:17,,,,,,,,,,,,,,,,,,,,
386,2019-10-8 20:33:55,2019-10-8 20:40:21,,,,,,,,,,,,,,,,,,,,
382,2019-10-8 18:12:15,2019-10-8 18:18:37,,,,,,,,,,,,,,,,,,,,
240,2019-10-8 17:53:23,2019-10-8 17:57:23,,,,,,,,,,,,,,,,,,,,
427,2019-10-8 12:38:44,2019-10-8 12:45:51,,,,,,,,,,,,,,,,,,,,
179,2019-10-8 13:12:5,2019-10-8 13:15:4,,,,,,,,,,,,,,,,,,,,
